"SKMEL2_Untreated_1" "SKMEL2_Untreated_2" "SKMEL2_Untreated_3" "SKMEL2_Induced_18hours_1" "SKMEL2_Induced_18hours_2" "SKMEL2_Induced_18hours_3"
"ENSG00000225321" 2 0 0 0 1 0
"ENSG00000225329" 5 6 5 6 4 4
"ENSG00000225330" 0 0 1 0 2 0
"ENSG00000225331" 0 0 0 1 0 1
"ENSG00000225334" 1 1 1 2 0 1
"ENSG00000225335" 25 40 36 46 34 31
"ENSG00000225339" 69 62 75 69 64 53
"ENSG00000225342" 6 4 8 12 12 4
"ENSG00000225343" 2 0 0 1 0 0
"ENSG00000225345" 36 26 40 36 25 25
"ENSG00000225347" 1 2 1 1 1 0
"ENSG00000225349" 0 0 0 2 0 1
"ENSG00000225355" 2 2 1 1 0 1
"ENSG00000225357" 5 1 2 6 5 1
"ENSG00000225358" 0 1 1 1 0 0
"ENSG00000225361" 19 32 30 26 20 20
"ENSG00000225362" 1 1 0 1 0 1
"ENSG00000225366" 0 0 1 0 0 1
"ENSG00000225371" 1 0 1 2 0 0
"ENSG00000225376" 3 2 3 6 3 0
"ENSG00000225377" 42 50 58 56 50 45
"ENSG00000225381" 0 0 2 0 0 0
"ENSG00000225383" 3 3 2 0 1 1
"ENSG00000225391" 0 0 2 2 1 1
"ENSG00000225393" 12 8 12 19 12 15
"ENSG00000225399" 42 61 59 51 34 40
"ENSG00000225400" 1 3 2 4 0 4
"ENSG00000225401" 2 3 2 2 0 3
"ENSG00000225402" 4 4 6 4 5 3
"ENSG00000225406" 1 1 3 2 0 1
"ENSG00000225407" 1 0 1 0 0 0
"ENSG00000225408" 0 1 1 0 0 0
"ENSG00000225411" 62 52 75 77 50 39
"ENSG00000225415" 1 0 0 1 0 0
"ENSG00000225416" 0 1 1 0 0 1
"ENSG00000225419" 0 0 2 1 2 0
"ENSG00000225420" 1 2 0 0 0 0
"ENSG00000225421" 1 1 8 1 0 3
"ENSG00000225422" 3 14 12 11 10 6
"ENSG00000225423" 5 6 6 3 0 2
"ENSG00000225434" 3 2 5 4 2 1
"ENSG00000225439" 31 35 23 43 21 20
"ENSG00000225442" 2 1 0 3 0 1
"ENSG00000225446" 8 6 4 4 8 4
"ENSG00000225447" 6 7 5 11 9 3
"ENSG00000225448" 1 0 0 0 0 1
"ENSG00000225449" 0 2 0 1 0 1
"ENSG00000225450" 3 1 1 1 3 1
"ENSG00000225462" 0 0 1 1 0 0
"ENSG00000225465" 1 1 0 0 0 0
"ENSG00000225469" 8 6 5 7 4 3
"ENSG00000225470" 83 83 90 100 76 87
"ENSG00000225472" 0 1 2 1 4 0
"ENSG00000225484" 336 349 324 383 278 274
"ENSG00000225486" 1 0 0 0 2 0
"ENSG00000225489" 18 26 27 23 19 20
"ENSG00000225492" 1 3 3 0 0 2
"ENSG00000225493" 1 0 0 2 0 0
"ENSG00000225496" 0 0 3 0 1 1
"ENSG00000225498" 2 2 1 0 0 0
"ENSG00000225505" 1 0 0 0 0 1
"ENSG00000225506" 3 1 1 6 0 1
"ENSG00000225507" 33 30 28 29 31 19
"ENSG00000225510" 0 0 4 1 0 0
"ENSG00000225511" 0 0 0 2 1 1
"ENSG00000225518" 11 10 8 8 4 9
"ENSG00000225526" 5 6 5 15 3 5
"ENSG00000225527" 8 4 5 9 1 3
"ENSG00000225528" 4 5 11 7 2 5
"ENSG00000225530" 0 4 4 5 7 7
"ENSG00000225531" 7 5 2 5 6 4
"ENSG00000225532" 1 3 3 5 3 2
"ENSG00000225533" 1 1 0 1 0 0
"ENSG00000225535" 1 2 6 0 3 3
"ENSG00000225536" 7 9 9 12 14 12
"ENSG00000225542" 5 1 1 2 4 4
"ENSG00000225546" 52 59 76 74 59 56
"ENSG00000225549" 1 0 2 0 0 0
"ENSG00000225554" 0 2 1 1 1 0
"ENSG00000225556" 12 17 21 20 17 14
"ENSG00000225557" 0 0 0 0 1 1
"ENSG00000225558" 1 0 1 2 2 2
"ENSG00000225559" 1 0 3 1 0 2
"ENSG00000225563" 0 2 0 0 2 0
"ENSG00000225564" 0 2 2 4 0 0
"ENSG00000225568" 5 6 4 3 5 4
"ENSG00000225569" 1 3 2 4 0 2
"ENSG00000225572" 1 1 1 5 1 1
"ENSG00000225573" 1 0 2 1 2 1
"ENSG00000225578" 19 13 15 17 6 5
"ENSG00000225580" 2 0 0 0 1 1
"ENSG00000225588" 7 2 1 5 5 4
"ENSG00000225591" 1 2 0 0 2 3
"ENSG00000225594" 1 1 1 1 1 0
"ENSG00000225595" 2 3 1 2 0 0
"ENSG00000225602" 0 0 3 0 2 0
"ENSG00000225603" 1 0 5 0 5 1
"ENSG00000225610" 1 0 0 0 1 0
"ENSG00000225611" 2 0 0 1 0 0
"ENSG00000225614" 0 1 1 0 1 0
"ENSG00000225616" 1 0 0 2 0 1
"ENSG00000225630" 2329 2516 2756 3195 2409 2549
"ENSG00000225636" 0 2 0 3 0 1
"ENSG00000225643" 0 3 2 0 0 2
"ENSG00000225644" 0 0 0 2 1 0
"ENSG00000225648" 195 209 263 193 185 187
"ENSG00000225649" 5 3 5 8 3 4
"ENSG00000225650" 2 1 0 0 0 0
"ENSG00000225652" 2 0 1 0 1 2
"ENSG00000225656" 2 0 0 3 3 2
"ENSG00000225661" 0 0 0 1 0 1
"ENSG00000225662" 1 1 3 3 0 1
"ENSG00000225663" 453 623 678 653 570 593
"ENSG00000225671" 1 0 1 1 1 0
"ENSG00000225674" 4 8 6 8 5 7
"ENSG00000225675" 0 1 3 2 3 0
"ENSG00000225683" 1 0 0 0 1 1
"ENSG00000225684" 1 2 2 2 4 2
"ENSG00000225693" 2 1 1 4 4 3
"ENSG00000225695" 2 0 0 2 0 1
"ENSG00000225697" 361 472 507 522 468 420
"ENSG00000225706" 1 0 0 1 0 0
"ENSG00000225712" 1 1 1 0 0 1
"ENSG00000225715" 2 1 1 0 1 3
"ENSG00000225720" 1 6 5 6 3 8
"ENSG00000225721" 0 3 9 7 7 2
"ENSG00000225725" 3 1 0 0 1 0
"ENSG00000225726" 5 3 3 3 1 2
"ENSG00000225727" 0 0 0 0 1 1
"ENSG00000225733" 4651 5400 6163 6176 4993 5154
"ENSG00000225738" 2 1 6 3 4 2
"ENSG00000225739" 2 0 1 1 0 0
"ENSG00000225742" 2 0 2 1 2 3
"ENSG00000225744" 1 2 0 0 1 2
"ENSG00000225745" 6 10 4 17 1 2
"ENSG00000225746" 0 0 0 3 1 0
"ENSG00000225750" 2 1 3 0 0 0
"ENSG00000225755" 1 1 0 0 0 0
"ENSG00000225760" 6 1 3 6 4 3
"ENSG00000225762" 0 1 2 1 1 1
"ENSG00000225764" 1 1 1 0 0 0
"ENSG00000225766" 0 3 0 0 0 1
"ENSG00000225767" 3 0 0 2 2 2
"ENSG00000225768" 20 25 23 18 12 13
"ENSG00000225770" 1 1 0 2 0 0
"ENSG00000225774" 8 15 14 22 24 9
"ENSG00000225778" 3 10 5 10 1 3
"ENSG00000225779" 1 1 0 0 0 1
"ENSG00000225781" 0 0 0 2 0 0
"ENSG00000225783" 44 49 49 64 48 35
"ENSG00000225791" 147 167 182 170 158 163
"ENSG00000225792" 1 1 1 5 1 4
"ENSG00000225793" 12 11 17 16 10 9
"ENSG00000225798" 1 1 0 0 3 1
"ENSG00000225805" 4 1 1 2 0 0
"ENSG00000225807" 0 0 0 2 2 0
"ENSG00000225808" 0 2 1 1 3 1
"ENSG00000225813" 114 121 212 156 115 113
"ENSG00000225814" 1 1 0 0 0 1
"ENSG00000225822" 0 1 0 1 0 0
"ENSG00000225823" 2 1 0 3 0 0
"ENSG00000225826" 2 0 1 0 0 0
"ENSG00000225828" 35 42 69 54 42 45
"ENSG00000225830" 986 1109 1343 1351 1073 991
"ENSG00000225831" 0 0 0 1 1 1
"ENSG00000225836" 0 2 1 0 0 0
"ENSG00000225839" 0 0 0 2 0 0
"ENSG00000225840" 76 55 29 76 62 22
"ENSG00000225843" 6 4 10 10 5 5
"ENSG00000225849" 9 8 7 14 5 9
"ENSG00000225850" 0 0 1 2 2 1
"ENSG00000225855" 74 65 88 91 60 55
"ENSG00000225857" 1 0 0 1 1 0
"ENSG00000225868" 0 1 1 2 0 0
"ENSG00000225869" 0 0 2 0 1 0
"ENSG00000225871" 6 6 3 4 2 2
"ENSG00000225872" 2 3 1 3 0 1
"ENSG00000225877" 3 1 1 0 0 0
"ENSG00000225880" 9 10 6 14 7 4
"ENSG00000225885" 6 4 4 5 1 2
"ENSG00000225886" 5 8 8 6 6 4
"ENSG00000225889" 9 15 37 25 21 19
"ENSG00000225891" 7 3 4 4 4 2
"ENSG00000225898" 2 1 1 1 2 1
"ENSG00000225899" 2 1 2 0 0 1
"ENSG00000225906" 0 2 0 0 0 0
"ENSG00000225911" 2 0 0 0 0 1
"ENSG00000225913" 1 0 0 4 1 0
"ENSG00000225914" 7 4 12 11 7 7
"ENSG00000225918" 2 1 2 3 1 1
"ENSG00000225920" 19 12 30 30 19 14
"ENSG00000225921" 1399 1704 2055 1819 1513 1580
"ENSG00000225925" 1 0 0 1 1 0
"ENSG00000225928" 0 0 2 0 1 1
"ENSG00000225929" 1 0 0 0 0 1
"ENSG00000225930" 21 18 31 34 27 23
"ENSG00000225931" 3 4 5 5 3 2
"ENSG00000225937" 1 0 2 0 0 2
"ENSG00000225940" 0 0 0 1 1 0
"ENSG00000225945" 2 1 1 4 0 1
"ENSG00000225947" 0 1 0 1 1 0
"ENSG00000225950" 2 0 1 0 1 0
"ENSG00000225951" 2 0 2 1 0 1
"ENSG00000225953" 7 10 8 5 11 4
"ENSG00000225963" 23 11 11 16 15 11
"ENSG00000225964" 28 31 20 30 31 34
"ENSG00000225968" 13 7 23 12 6 15
"ENSG00000225969" 0 0 3 2 2 1
"ENSG00000225971" 0 0 0 0 2 0
"ENSG00000225972" 10 11 19 10 14 13
"ENSG00000225973" 93 108 144 124 95 105
"ENSG00000225974" 0 4 0 1 1 0
"ENSG00000225975" 22 31 37 36 21 38
"ENSG00000225978" 0 2 2 0 4 1
"ENSG00000225979" 0 0 2 0 0 0
"ENSG00000225981" 2 2 2 2 1 0
"ENSG00000225982" 0 0 0 1 1 0
"ENSG00000225986" 1 0 0 0 1 0
"ENSG00000225997" 1 1 2 1 1 1
"ENSG00000226002" 8 8 8 13 6 11
"ENSG00000226005" 2 0 0 0 0 0
"ENSG00000226007" 2 3 3 3 2 2
"ENSG00000226009" 5 5 6 4 1 2
"ENSG00000226011" 0 0 0 1 2 0
"ENSG00000226015" 37 27 45 28 25 27
"ENSG00000226017" 0 2 3 3 0 2
"ENSG00000226026" 4 7 4 6 4 9
"ENSG00000226029" 16 10 16 18 7 13
"ENSG00000226031" 46 85 103 86 71 66
"ENSG00000226034" 1 0 0 0 1 0
"ENSG00000226038" 14 9 6 11 13 12
"ENSG00000226043" 13 8 1 10 5 5
"ENSG00000226045" 1 0 0 2 1 2
"ENSG00000226047" 2 2 5 3 2 1
"ENSG00000226048" 0 0 0 1 1 0
"ENSG00000226049" 4 6 7 3 2 4
"ENSG00000226053" 3 0 5 10 4 4
"ENSG00000226054" 12 18 15 18 13 18
"ENSG00000226055" 6 3 8 5 3 5
"ENSG00000226061" 1 0 0 1 0 0
"ENSG00000226066" 3 4 6 5 1 2
"ENSG00000226067" 34 31 50 37 25 29
"ENSG00000226068" 1 0 1 0 0 0
"ENSG00000226072" 0 1 0 0 1 0
"ENSG00000226080" 0 0 2 0 1 0
"ENSG00000226084" 2 0 0 1 0 0
"ENSG00000226085" 1 3 1 2 2 0
"ENSG00000226088" 4 4 3 5 6 1
"ENSG00000226091" 11 22 25 25 19 15
"ENSG00000226098" 5 1 1 0 5 3
"ENSG00000226102" 0 0 0 2 1 0
"ENSG00000226107" 0 5 8 5 1 3
"ENSG00000226117" 0 1 1 0 0 0
"ENSG00000226121" 14 24 16 27 12 22
"ENSG00000226124" 65 81 64 90 65 61
"ENSG00000226131" 2 0 2 1 2 1
"ENSG00000226132" 0 1 1 0 0 0
"ENSG00000226134" 13 6 5 9 10 8
"ENSG00000226137" 286 393 405 375 328 348
"ENSG00000226138" 0 1 0 1 1 0
"ENSG00000226141" 1 1 2 1 0 2
"ENSG00000226144" 1 1 0 2 1 0
"ENSG00000226145" 5 3 1 4 3 2
"ENSG00000226149" 3 0 4 1 2 3
"ENSG00000226155" 0 1 0 1 1 0
"ENSG00000226161" 2 0 0 2 1 1
"ENSG00000226167" 13 13 23 13 12 7
"ENSG00000226169" 1 0 0 1 1 2
"ENSG00000226174" 16 21 19 32 13 7
"ENSG00000226179" 19 22 19 27 11 13
"ENSG00000226180" 16 9 22 20 20 14
"ENSG00000226188" 1 1 0 1 0 0
"ENSG00000226191" 9 8 11 8 4 6
"ENSG00000226200" 91 114 121 149 96 105
"ENSG00000226203" 53 77 59 73 44 70
"ENSG00000226204" 2 0 0 0 0 0
"ENSG00000226205" 2 3 0 6 3 1
"ENSG00000226210" 38 44 60 55 40 45
"ENSG00000226212" 4 1 2 2 0 3
"ENSG00000226216" 0 0 0 1 0 1
"ENSG00000226220" 0 1 0 2 0 0
"ENSG00000226221" 2 2 0 0 0 0
"ENSG00000226230" 0 0 0 0 2 0
"ENSG00000226237" 4 7 4 4 3 1
"ENSG00000226239" 0 1 1 0 0 0
"ENSG00000226243" 2 0 1 2 2 0
"ENSG00000226245" 7 5 9 4 3 1
"ENSG00000226246" 0 1 0 2 2 0
"ENSG00000226247" 1 0 0 0 1 0
"ENSG00000226250" 2 1 0 0 0 1
"ENSG00000226251" 6 12 9 5 8 5
"ENSG00000226253" 1 0 1 0 0 0
"ENSG00000226258" 1 2 3 1 0 3
"ENSG00000226259" 9 7 3 5 10 6
"ENSG00000226261" 0 0 1 0 0 1
"ENSG00000226266" 15 12 28 13 9 13
"ENSG00000226268" 2 1 2 2 1 1
"ENSG00000226272" 1 1 1 1 1 0
"ENSG00000226276" 2 4 2 0 0 1
"ENSG00000226279" 1 0 0 0 2 2
"ENSG00000226284" 4 4 3 4 2 2
"ENSG00000226285" 0 0 0 2 0 1
"ENSG00000226287" 2 2 1 2 2 3
"ENSG00000226291" 0 0 0 1 0 1
"ENSG00000226292" 1 0 1 1 1 2
"ENSG00000226306" 70 77 106 85 83 77
"ENSG00000226307" 6 10 7 5 4 5
"ENSG00000226309" 0 2 3 1 3 0
"ENSG00000226310" 8 1 3 9 3 2
"ENSG00000226312" 5 10 8 3 7 3
"ENSG00000226314" 18 27 25 27 21 15
"ENSG00000226318" 8 9 9 12 9 2
"ENSG00000226327" 0 0 2 1 2 1
"ENSG00000226328" 63 60 73 61 58 42
"ENSG00000226329" 0 0 1 0 0 1
"ENSG00000226330" 0 0 2 1 1 1
"ENSG00000226332" 7 11 13 8 10 3
"ENSG00000226342" 2 3 7 4 6 6
"ENSG00000226352" 5 4 0 6 5 3
"ENSG00000226355" 2 5 3 2 2 2
"ENSG00000226358" 0 1 2 0 1 0
"ENSG00000226359" 0 1 4 2 1 1
"ENSG00000226360" 5 14 15 14 17 13
"ENSG00000226363" 37 34 59 35 32 39
"ENSG00000226367" 2 2 2 2 0 0
"ENSG00000226372" 0 2 0 1 0 0
"ENSG00000226377" 6 5 6 12 13 13
"ENSG00000226380" 154 204 213 184 176 110
"ENSG00000226383" 22 24 44 30 23 33
"ENSG00000226387" 0 2 0 0 0 0
"ENSG00000226393" 2 4 4 4 2 4
"ENSG00000226396" 19 15 10 14 19 13
"ENSG00000226397" 3 0 0 1 0 1
"ENSG00000226403" 0 0 0 1 1 1
"ENSG00000226405" 1 0 1 0 0 1
"ENSG00000226406" 0 1 1 0 0 0
"ENSG00000226409" 27 26 29 23 19 15
"ENSG00000226410" 2 0 3 2 1 1
"ENSG00000226413" 1 1 8 4 2 5
"ENSG00000226415" 33 38 32 57 41 36
"ENSG00000226416" 1 1 0 0 0 0
"ENSG00000226419" 579 640 755 773 556 543
"ENSG00000226421" 2 7 3 4 4 4
"ENSG00000226423" 4 0 1 3 1 1
"ENSG00000226427" 0 1 0 0 2 0
"ENSG00000226428" 1 0 3 0 0 2
"ENSG00000226429" 5 2 3 2 1 3
"ENSG00000226430" 2 2 2 2 1 0
"ENSG00000226432" 2 0 0 0 0 1
"ENSG00000226435" 3 6 7 11 4 5
"ENSG00000226438" 0 1 0 2 0 0
"ENSG00000226439" 1 0 0 1 0 0
"ENSG00000226440" 12 14 14 12 16 11
"ENSG00000226441" 0 0 0 1 1 0
"ENSG00000226443" 7 3 4 7 3 2
"ENSG00000226445" 17 34 23 30 24 25
"ENSG00000226448" 0 0 1 0 1 0
"ENSG00000226450" 9 1 4 10 6 3
"ENSG00000226453" 18 18 21 23 20 18
"ENSG00000226455" 0 1 0 1 1 0
"ENSG00000226457" 2 3 0 2 1 0
"ENSG00000226465" 2 3 2 4 1 1
"ENSG00000226466" 2 2 0 4 1 1
"ENSG00000226468" 1 4 1 1 0 2
"ENSG00000226469" 3 1 8 6 4 7
"ENSG00000226470" 2 0 2 1 0 0
"ENSG00000226471" 2 0 1 3 3 0
"ENSG00000226476" 17 11 16 14 12 9
"ENSG00000226479" 409 511 562 524 473 451
"ENSG00000226482" 0 2 1 4 2 1
"ENSG00000226493" 0 2 4 5 1 2
"ENSG00000226496" 2 0 1 0 1 3
"ENSG00000226498" 1 0 0 3 1 0
"ENSG00000226499" 0 0 0 0 1 2
"ENSG00000226508" 138 200 209 225 166 151
"ENSG00000226510" 3 1 1 3 3 3
"ENSG00000226520" 4 4 9 9 3 3
"ENSG00000226521" 8 10 18 10 13 8
"ENSG00000226525" 1 0 1 1 0 0
"ENSG00000226526" 0 1 0 1 1 0
"ENSG00000226527" 7 13 7 12 8 8
"ENSG00000226530" 3 13 8 3 7 5
"ENSG00000226533" 1 0 0 1 0 0
"ENSG00000226535" 11 11 6 7 7 3
"ENSG00000226539" 333 413 414 473 437 379
"ENSG00000226540" 0 1 2 3 3 1
"ENSG00000226544" 1 0 0 0 1 0
"ENSG00000226545" 1 0 1 1 1 3
"ENSG00000226547" 2 11 9 3 7 3
"ENSG00000226548" 0 1 0 0 0 1
"ENSG00000226549" 5 8 14 2 8 3
"ENSG00000226553" 4 2 3 1 2 0
"ENSG00000226556" 0 1 1 1 0 1
"ENSG00000226562" 12 10 10 10 6 10
"ENSG00000226564" 2 2 3 3 2 3
"ENSG00000226577" 2 1 3 4 0 3
"ENSG00000226578" 0 1 3 3 2 2
"ENSG00000226581" 1 1 3 2 2 1
"ENSG00000226604" 2 2 3 1 0 1
"ENSG00000226605" 0 0 0 3 0 0
"ENSG00000226608" 14 16 22 27 22 22
"ENSG00000226609" 3 7 2 8 4 3
"ENSG00000226622" 1 1 3 0 0 1
"ENSG00000226624" 1 1 0 0 0 1
"ENSG00000226626" 0 0 0 0 2 0
"ENSG00000226627" 1 0 0 1 0 0
"ENSG00000226632" 3 0 2 2 2 1
"ENSG00000226636" 6 5 5 3 4 1
"ENSG00000226642" 0 2 2 1 4 0
"ENSG00000226643" 1 1 0 0 0 0
"ENSG00000226644" 4 6 8 11 4 7
"ENSG00000226645" 1 1 0 1 0 2
"ENSG00000226646" 2 2 1 0 2 1
"ENSG00000226647" 11 16 13 19 11 12
"ENSG00000226648" 4 4 4 6 6 6
"ENSG00000226649" 1 0 0 0 0 1
"ENSG00000226650" 3 3 4 2 5 6
"ENSG00000226652" 1 1 1 5 1 0
"ENSG00000226658" 0 0 0 2 0 0
"ENSG00000226659" 2 4 4 5 7 4
"ENSG00000226661" 0 0 0 1 1 1
"ENSG00000226666" 12 19 23 25 20 13
"ENSG00000226669" 3 3 0 1 4 0
"ENSG00000226674" 219 237 277 225 187 174
"ENSG00000226677" 0 1 0 0 1 3
"ENSG00000226679" 1 4 5 5 5 4
"ENSG00000226680" 0 0 0 1 0 1
"ENSG00000226683" 6 7 15 11 5 3
"ENSG00000226686" 29 26 39 39 42 36
"ENSG00000226688" 122 166 205 194 164 139
"ENSG00000226690" 4 3 3 9 4 8
"ENSG00000226695" 1 1 0 0 0 0
"ENSG00000226696" 34 23 39 32 21 16
"ENSG00000226698" 0 6 6 3 5 6
"ENSG00000226699" 0 0 0 0 2 1
"ENSG00000226700" 0 0 1 0 1 0
"ENSG00000226701" 1 6 0 3 1 4
"ENSG00000226703" 2 1 1 1 0 0
"ENSG00000226705" 2 1 0 1 3 0
"ENSG00000226706" 3 4 1 0 2 1
"ENSG00000226708" 0 2 0 2 0 1
"ENSG00000226711" 17 14 18 19 17 11
"ENSG00000226715" 38 49 36 42 33 33
"ENSG00000226717" 0 0 0 0 2 0
"ENSG00000226721" 1 3 0 0 2 0
"ENSG00000226723" 8 4 5 13 7 9
"ENSG00000226742" 34 38 40 34 26 32
"ENSG00000226745" 0 1 0 0 0 1
"ENSG00000226746" 0 1 2 7 2 2
"ENSG00000226747" 0 5 5 5 3 1
"ENSG00000226752" 365 413 420 535 383 407
"ENSG00000226754" 25 36 47 28 37 37
"ENSG00000226758" 3 5 0 10 3 3
"ENSG00000226761" 5 2 2 1 1 1
"ENSG00000226763" 5 17 12 14 10 9
"ENSG00000226765" 4 3 4 5 7 3
"ENSG00000226766" 0 1 1 0 0 0
"ENSG00000226772" 0 2 0 0 0 0
"ENSG00000226774" 2 2 0 1 0 0
"ENSG00000226779" 0 1 0 0 1 2
"ENSG00000226781" 0 0 3 0 1 2
"ENSG00000226782" 0 0 1 0 0 1
"ENSG00000226783" 1 1 4 4 0 2
"ENSG00000226784" 0 1 0 1 1 0
"ENSG00000226785" 16 14 16 20 12 13
"ENSG00000226789" 1 1 1 0 1 2
"ENSG00000226790" 3 4 8 5 0 1
"ENSG00000226791" 1 2 4 3 3 2
"ENSG00000226798" 6 8 10 9 13 6
"ENSG00000226800" 6 1 3 2 2 3
"ENSG00000226801" 0 0 3 1 2 1
"ENSG00000226803" 8 6 13 10 15 11
"ENSG00000226806" 1 0 1 0 0 0
"ENSG00000226808" 0 2 1 4 3 1
"ENSG00000226810" 1 0 1 0 0 0
"ENSG00000226812" 3 4 6 5 3 3
"ENSG00000226814" 0 1 0 1 0 1
"ENSG00000226816" 1 1 1 2 3 5
"ENSG00000226819" 1 1 1 2 2 1
"ENSG00000226823" 5 18 18 10 13 12
"ENSG00000226824" 28 30 52 41 29 24
"ENSG00000226827" 0 0 1 0 1 0
"ENSG00000226828" 0 0 2 0 0 0
"ENSG00000226833" 5 12 12 7 7 7
"ENSG00000226835" 1 2 1 2 2 5
"ENSG00000226836" 1 1 0 0 0 0
"ENSG00000226840" 2 1 0 0 0 0
"ENSG00000226842" 1 0 0 2 1 0
"ENSG00000226843" 0 1 0 0 0 1
"ENSG00000226845" 1 1 5 0 0 1
"ENSG00000226849" 5 14 14 7 16 15
"ENSG00000226851" 0 1 0 0 0 2
"ENSG00000226853" 16 18 26 28 22 17
"ENSG00000226854" 0 0 1 3 0 0
"ENSG00000226855" 0 0 0 2 2 1
"ENSG00000226856" 3 3 3 6 4 2
"ENSG00000226864" 1 0 2 3 3 2
"ENSG00000226869" 4815 4856 6322 6080 4410 4324
"ENSG00000226870" 0 0 1 1 0 0
"ENSG00000226872" 1 0 0 1 0 0
"ENSG00000226874" 8 2 1 6 2 2
"ENSG00000226881" 1 5 0 2 2 2
"ENSG00000226887" 52 49 79 53 42 44
"ENSG00000226889" 6 3 4 2 3 3
"ENSG00000226891" 13 7 7 5 6 4
"ENSG00000226899" 1 0 0 2 0 0
"ENSG00000226904" 0 0 0 1 1 0
"ENSG00000226913" 2 3 6 3 6 1
"ENSG00000226915" 0 1 0 1 0 0
"ENSG00000226918" 3 2 1 2 2 2
"ENSG00000226919" 1 0 6 0 0 1
"ENSG00000226926" 2 5 7 4 6 2
"ENSG00000226930" 0 1 1 0 1 0
"ENSG00000226933" 1 0 1 2 1 0
"ENSG00000226937" 2 2 2 1 5 3
"ENSG00000226939" 2 0 1 0 0 0
"ENSG00000226942" 3 0 1 8 0 7
"ENSG00000226943" 0 1 1 0 0 1
"ENSG00000226944" 27 29 28 20 25 18
"ENSG00000226945" 3 2 3 2 4 4
"ENSG00000226948" 4 1 0 1 2 0
"ENSG00000226950" 952 1185 1426 1264 1026 1023
"ENSG00000226952" 1 1 0 1 1 1
"ENSG00000226953" 1 0 0 1 0 0
"ENSG00000226954" 0 1 3 1 1 3
"ENSG00000226957" 5 2 1 1 2 0
"ENSG00000226963" 2 2 3 1 0 1
"ENSG00000226964" 2 0 1 1 1 0
"ENSG00000226965" 0 1 1 0 1 0
"ENSG00000226970" 2 5 4 6 11 8
"ENSG00000226971" 5 2 2 4 3 3
"ENSG00000226972" 1 1 1 0 1 0
"ENSG00000226975" 1 1 0 2 0 2
"ENSG00000226976" 13 10 13 10 13 8
"ENSG00000226977" 1 1 0 2 0 0
"ENSG00000226982" 1 2 6 7 4 2
"ENSG00000226984" 2 1 0 0 1 1
"ENSG00000226986" 1 2 2 1 3 7
"ENSG00000226987" 0 1 0 0 0 1
"ENSG00000226994" 0 0 1 0 1 0
"ENSG00000226996" 1 0 2 4 2 1
"ENSG00000226999" 0 0 1 2 0 0
"ENSG00000227001" 1 2 5 1 2 2
"ENSG00000227006" 10 13 8 13 4 0
"ENSG00000227007" 0 1 0 1 0 0
"ENSG00000227008" 2 0 3 0 0 1
"ENSG00000227009" 0 0 1 0 0 1
"ENSG00000227014" 5 5 5 4 3 1
"ENSG00000227018" 18 11 5 8 9 5
"ENSG00000227019" 10 18 29 11 11 18
"ENSG00000227028" 0 3 0 2 0 0
"ENSG00000227033" 0 1 0 1 1 0
"ENSG00000227034" 2 3 0 3 2 2
"ENSG00000227036" 1187 1513 1582 1681 1454 1474
"ENSG00000227038" 6 5 3 9 6 2
"ENSG00000227039" 0 1 2 1 0 2
"ENSG00000227045" 0 1 1 0 0 0
"ENSG00000227051" 2 3 8 8 5 13
"ENSG00000227056" 2 0 3 0 1 1
"ENSG00000227057" 2841 3456 3689 4347 3232 3417
"ENSG00000227060" 3 3 0 3 0 0
"ENSG00000227066" 2 1 0 2 3 0
"ENSG00000227070" 0 2 1 1 1 1
"ENSG00000227071" 1 4 0 1 0 5
"ENSG00000227076" 8 15 6 4 5 7
"ENSG00000227080" 1 0 2 1 0 0
"ENSG00000227081" 149 206 408 185 200 174
"ENSG00000227082" 12 7 13 7 11 7
"ENSG00000227083" 2 1 2 1 1 3
"ENSG00000227087" 0 0 0 3 0 0
"ENSG00000227091" 1 1 0 1 0 1
"ENSG00000227094" 0 1 1 0 1 1
"ENSG00000227096" 1 1 2 0 1 0
"ENSG00000227097" 1 3 1 0 0 0
"ENSG00000227101" 9 9 4 10 11 4
"ENSG00000227105" 6 4 13 4 8 6
"ENSG00000227107" 3 4 5 6 4 4
"ENSG00000227110" 28 25 32 23 27 25
"ENSG00000227113" 12 4 0 6 9 7
"ENSG00000227115" 6 2 8 5 5 6
"ENSG00000227117" 0 1 1 0 0 0
"ENSG00000227118" 1 1 0 5 3 0
"ENSG00000227123" 4 0 1 1 1 2
"ENSG00000227124" 422 477 524 560 373 350
"ENSG00000227141" 5 7 7 14 6 5
"ENSG00000227145" 2 2 2 5 1 2
"ENSG00000227155" 4 5 3 3 4 0
"ENSG00000227161" 0 1 1 0 1 0
"ENSG00000227163" 1 0 0 0 1 0
"ENSG00000227165" 3 2 5 3 1 2
"ENSG00000227166" 0 0 0 2 0 1
"ENSG00000227172" 1 1 0 0 3 0
"ENSG00000227173" 3 0 1 0 1 0
"ENSG00000227176" 2 4 1 0 1 1
"ENSG00000227177" 2 1 3 5 1 0
"ENSG00000227186" 1 2 0 1 1 1
"ENSG00000227192" 0 1 0 1 0 0
"ENSG00000227193" 1 3 1 1 2 1
"ENSG00000227195" 55 92 115 141 118 74
"ENSG00000227197" 0 0 1 0 0 1
"ENSG00000227198" 3 3 4 0 2 2
"ENSG00000227199" 9 12 5 6 7 10
